0	1.9546413750504144e-07
5	3.9092827682907226e-07
10	6.542213886859827e-07
15	1.137046981966705e-06
20	1.5746532608318376e-06
25	2.110720954078715e-06
30	2.9800987595081096e-06
35	2.979369417516864e-06
40	3.7079838712088533e-06
45	3.505955637592706e-06
50	3.966900920204353e-06
55	4.3622052580758464e-06
60	5.742123725212877e-06
65	6.418225424567936e-06
70	7.114019410437322e-06
75	6.377382174832746e-06
80	5.884345766389743e-06
85	8.264923924798496e-06
90	7.205187384897726e-06
95	7.88347711750248e-06
100	1.2214320593557203e-05
105	9.247350018995348e-06
110	8.461846749924006e-06
115	8.794427520115278e-06
120	1.0002220853493781e-05
125	9.870938967651455e-06
130	9.768830836037524e-06
135	1.3528598115954083e-05
140	1.3980791272842908e-05
145	1.1124680957436794e-05
150	1.3179242438127403e-05
155	1.349723633393296e-05
160	1.555325650224404e-05
165	1.5491262280193042e-05
170	1.4300243856268935e-05
175	1.5960230341079296e-05
180	1.8639110114236247e-05
185	1.6898166466489783e-05
190	1.8251099212648115e-05
195	1.6585277975536884e-05
200	1.897387891585822e-05
205	1.8221925460238707e-05
210	1.989941619649471e-05
215	1.9835963285004256e-05
220	1.9094220642728033e-05
225	1.9544955110177398e-05
230	2.0913204078169654e-05
235	2.284523579692177e-05
240	2.093654307827819e-05
245	2.1391653608588967e-05
250	2.3640220539164148e-05
255	2.2529429932546918e-05
260	2.4109917945679625e-05
265	2.4146385134372394e-05
270	2.4395091370024603e-05
275	2.4473860499711007e-05
280	2.491948956230772e-05
285	2.6163750080741012e-05
290	2.843346798181301e-05
295	2.793240879327641e-05
300	2.993518686344032e-05
305	2.5260093114411576e-05
310	3.14653501536668e-05
315	2.6560513108051964e-05
320	2.7308819844620303e-05
325	2.7922927323743352e-05
330	2.7098768830910557e-05
335	3.0342890046085812e-05
340	2.9025695146629005e-05
345	3.0285271886896225e-05
350	3.056388121876807e-05
355	3.174541816952115e-05
360	3.2424437245936133e-05
365	3.5831202128974836e-05
370	3.274972458166303e-05
375	3.306917716508906e-05
380	3.280953077228333e-05
385	3.441262844353332e-05
390	3.401148935336096e-05
395	3.959169875452062e-05
400	3.598217629587452e-05
405	3.6483235486230114e-05
410	3.649636367481435e-05
415	3.80527833403903e-05
420	4.084106468144455e-05
425	3.922483882342931e-05
