0	1.6191432405321393e-07
5	6.177541963552358e-07
10	1.3718956852244445e-06
15	2.464452696585795e-06
20	2.559996732088621e-06
25	3.1369076768896775e-06
30	5.0317428649577775e-06
35	4.882227385678562e-06
40	7.6726967599825e-06
45	6.027297151376843e-06
50	7.54652028081182e-06
55	7.324070424147066e-06
60	8.582188476793817e-06
65	8.795156865744503e-06
70	9.51647788133414e-06
75	1.1193239275598898e-05
80	1.185985950723989e-05
85	1.134494278630882e-05
90	1.2368941477689077e-05
95	1.3133293779901577e-05
100	1.5141906598728383e-05
105	1.6742086892918452e-05
110	1.4984368339355569e-05
115	1.764355582963617e-05
120	1.825474593169929e-05
125	2.0723574689327506e-05
130	2.151199533545878e-05
135	1.97294790923479e-05
140	2.278615895011171e-05
145	2.2429509832363692e-05
150	2.135372773045674e-05
155	2.2627891346928662e-05
160	2.6084251607244367e-05
165	2.7497719889652218e-05
170	2.416388938581804e-05
175	3.3470316253442437e-05
180	2.7845616879858425e-05
185	2.7668386337609263e-05
190	2.965584818775824e-05
195	2.8361992290228953e-05
200	3.064265034845448e-05
205	3.0545647621693204e-05
210	3.436376240642858e-05
215	3.256665928893199e-05
220	3.525356184036354e-05
225	3.76385160634527e-05
230	3.8154162128194e-05
235	4.1341394527989904e-05
240	4.077323570891167e-05
245	4.207292635692284e-05
250	3.966244510411343e-05
255	3.947865046757215e-05
260	4.192778694050503e-05
265	4.309838373774255e-05
270	4.744673146524292e-05
275	5.466796441214683e-05
280	5.710616072974517e-05
285	5.030430046645051e-05
290	5.0894339599835806e-05
295	4.86078467911284e-05
300	5.10227041086182e-05
305	5.2364696697623e-05
310	5.17702815013763e-05
315	7.604357245691063e-05
320	5.6193022295701664e-05
325	5.543231671435933e-05
330	5.677941470821679e-05
335	7.291468756193354e-05
340	6.4218721454381e-05
345	7.578976081458678e-05
350	6.921180909739633e-05
355	7.061141984559071e-05
360	7.520555643350235e-05
365	7.096661027571826e-05
370	8.573509285088221e-05
375	0.00011120888369987369
380	0.0001407312619721779
385	0.0001425290944371227
390	9.995875560707645e-05
395	7.797633352311096e-05
400	0.00010249249596563459
405	0.00012026368695660495
410	8.76131531313149e-05
415	0.0001132320833949052
420	9.932495584871504e-05
425	9.14815926389565e-05
430	0.00010289874045884062
435	0.00011304901810399315
440	0.00012376089047029382
445	0.00010063193993300956
450	8.485258685504959e-05
455	8.762409328846844e-05
460	9.54346360249474e-05
465	0.00011061738587704894
470	0.00012344289657448826
475	0.00012016012013737054
480	0.00014058612255757907
485	0.0001561138520246459
490	0.0001470481086107611
495	9.698157422280929e-05
500	0.0001272252735143411
505	0.00010531870318300207
510	0.00010691888347719214
515	0.00012339694791444345
520	0.0001326195002457098
525	0.000133299248665935
530	0.00010961235012473481
535	0.00010053201983282633
540	0.00010526546108667389
545	0.00011224163451879577
550	0.00011142695749367704
555	0.00010910035077722569
560	0.00010508895988641598
565	0.00011043067386526673
570	0.00010265295159842936
575	0.0001061662006759434
580	0.00010963860650190327
585	0.00010831630619577481
590	0.00011337138806084113
595	0.0001199128725893388
600	0.0001327172323162813
605	0.0001477723470034107
610	0.00017267579100189323
615	0.0001820806792820804
620	0.00016418404115574957
625	0.00014526340433621953
630	0.00016967818798912048
635	0.00014155177374595952
640	0.00015386747312550142
645	0.00016901667316415115
650	0.0002011041535752156
655	0.00015421172340029444
660	0.00013385792601729917
665	0.00014096465198963414
670	0.00018658364789189363
675	0.00017804594938934315
680	0.0001994536485599383
685	0.0002211501678775676
690	0.00020586676857965359
695	0.0002196695999664371
700	0.00023596605779675883
705	0.00023813731428526809
710	0.00023374666461859305
715	0.00019594696357671637
720	0.00018355468309709977
725	0.0001809377975496318
730	0.00017679804214822072
735	0.00018130174010548217
740	0.00018605633232618858
745	0.000295797776303516
750	0.00024547961830649
755	0.00028752410025481367
760	0.0003024391809321969
765	0.00027316550889372595
770	0.00020547073489797185
775	0.0002068710749899765
780	0.00019130760767620814
785	0.00020580842107665375
790	0.00019123759067224454
795	0.00019236880290191037
800	0.00019532702134893043
805	0.0001996753690764308
810	0.00019734949170197068
815	0.00019817875560147513
820	0.00019857041322029546
825	0.00019958420110015142
830	0.0002024476048518409
835	0.00021282835513557075
840	0.00020301065826606646
845	0.00020975781774541246
850	0.00020726054457918507
855	0.00020848584216037126
860	0.00022131281154361205
865	0.00022254540256290057
870	0.0002104733040123392
875	0.0002209948176478065
880	0.00021178028809845274
885	0.00021343298114516075
890	0.00021867477502564726
895	0.000228605520183919
900	0.0002993000852238765
905	0.00022941436245673685
910	0.00025647010000466255
915	0.00024295754745071461
920	0.0002609015929247107
925	0.0002591613786189555
930	0.00026955963315595
935	0.00041378736929618753
940	0.0003416333873174153
945	0.00024560652412583295
950	0.00025126258528325706
955	0.00026323184635839423
960	0.0003526705470194429
965	0.00024795063509554894
970	0.0002799571583436773
975	0.0002578740868157183
980	0.0002550989336632483
985	0.0002488426225590956
990	0.00029635134824638955
995	0.00041027557890811295
1000	0.00027456803701898027
1005	0.00025320118109812027
1010	0.00025547235768681275
1015	0.00025972589072080157
1020	0.00026463583317126905
1025	0.0002511181752106495
1030	0.00025376569319814736
1035	0.0003859030971962056
1040	0.000348866289765283
1045	0.0003270370298778289
1050	0.00025884192603552945
1055	0.0002873556218364683
1060	0.0002507148480908654
1065	0.00027124952273516103
1070	0.00042077083616641177
1075	0.00036047014960058734
1080	0.0003523722454046947
1085	0.000353309452186295
1090	0.0003503023677058081
1095	0.0003823256658633909
1100	0.0003171544214110327
1105	0.00031760953193952444
1110	0.0003319345734853414
